Llanowar Loamspeaker;{1}{G};Creature — Elf Druid;{T}: Add one mana of any color. {T}: Target land you control becomes a 3/3 Elemental creature with haste until end of turn. It's still a land. Activate only as a sorcery.;G;bloomburrow;animatedArmy
Talisman of Unity;{2};Artifact;{T}: Add {C}. {T}: Add {G} or {W}. Talisman of Unity deals 1 damage to you.;GW;who,karlovMannor;blastFromThePast,deepClueSea
Cazur, Ruthless Stalker;{3}{G};Legendary Creature — Human Warrior;Partner with Ukkima, Stalking Shadow (When this creature enters, target player may put Ukkima into their hand from their library, then shuffle.) Whenever a creature you control deals combat damage to a player, put a +1/+1 counter on that creature.;G;thunder;grandLarceny
Creosote Heath;;Land — Desert;Creosote Heath enters tapped. When Creosote Heath enters, it deals 1 damage to target opponent. {T}: Add {G} or {W}.;GW;thunder;desertBloom
Caught in a Parallel Universe;;Phenomenon;When you encounter Caught in a Parallel Universe, each player chooses a creature controlled by the player to their left. Each player creates a token that's a copy of the creature they chose, except it has menace. (Then planeswalk away from this phenomenon.);;who;blastFromThePast
Mirari's Wake;{3}{G}{W};Enchantment;Creatures you control get +1/+1. Whenever you tap a land for mana, add one mana of any type that land produced.;GW;commanderMasters;enduringEnchantments
Giant Adephage;{5}{G}{G};Creature — Insect;Trample Whenever Giant Adephage deals combat damage to a player, create a token that's a copy of Giant Adephage.;G;duskmoore;deathtoll
Printlifter Ooze;{1}{G};Creature — Ooze;Deathtouch Whenever Printlifter Ooze or another creature you control is turned face up, create a 0/0 green Ooze creature token with trample. The token enters with X +1/+1 counters on it, where X is the number of other creatures you control. Disguise {3}{G};G;karlovMannor;deadlyDisguise
Icon of Ancestry;{3};Artifact;As Icon of Ancestry enters, choose a creature type. Creatures you control of the chosen type get +1/+1. {3}, {T}: Look at the top three cards of your library. You may reveal a creature card of the chosen type from among them and put it into your hand. Put the rest on the bottom of your library in a random order.;;ixilan,commanderMasters;ahoyMatey,sliverSwarm
Razorverge Thicket;;Land;Razorverge Thicket enters tapped unless you control two or fewer other lands. {T}: Add {G} or {W}.;GW;bloomburrow;peaceOffering
Ian Chesterton;{2}{W};Legendary Creature — Human Scientist;Science Teacher — Each Saga spell you cast has replicate. The replicate cost is equal to its mana cost. (When you cast that Saga, copy it for each time you paid its replicate cost. Copies of Saga spells become tokens.) Doctor's companion (You can have two commanders if the other is the Doctor.);W;who;blastFromThePast
Battle Screech;{2}{W}{W};Sorcery;Create two 1/1 white Bird creature tokens with flying. Flashback—Tap three untapped white creatures you control. (You may cast this card from your graveyard for its flashback cost. Then exile it.);W;marchOfTheMachine,allWillBeOne;divineConvocation,rebellionRising
Imprisoned in the Moon;{2}{U};Enchantment — Aura;Enchant creature, land, or planeswalker Enchanted permanent is a colorless land with "{T}: Add {C}" and loses all other card types and abilities.;U;marchOfTheMachine,modernHorizons3;tinkerTime,eldraziIncursion
The Balrog of Moria;{4}{B}{B}{R};Legendary Creature — Avatar Demon;Trample, haste When The Balrog of Moria dies, you may exile it. When you do, for each opponent, exile up to one target creature that player controls. Cycling {3}{R} ({3}{R}, Discard this card: Draw a card.) When you cycle The Balrog of Moria, create two Treasure tokens.;BR;lordOfTheRings;hostsOfMordor
Wood Elves;{2}{G};Creature — Elf Scout;When Wood Elves enters, search your library for a Forest card, put that card onto the battlefield, then shuffle.;G;marchOfTheMachine,lordOfTheRings;callForBackup,elvenCounsel
Sword of the Squeak;{2};Artifact — Equipment;Equipped creature gets +1/+1 for each creature you control with base power or toughness 1. Whenever a Hamster, Mouse, Rat, or Squirrel you control enters, you may attach Sword of the Squeak to that creature. Equip {2};;bloomburrow;squirreledAway
Elvish Mystic;{G};Creature — Elf Druid;{T}: Add {G}.;G;lordOfTheRings;elvenCounsel
Mikaeus, the Lunarch;{X}{W};Legendary Creature — Human Cleric;Mikaeus, the Lunarch enters with X +1/+1 counters on it. {T}: Put a +1/+1 counter on Mikaeus. {T}, Remove a +1/+1 counter from Mikaeus: Put a +1/+1 counter on each other creature you control.;W;marchOfTheMachine;callForBackup
Honor-Worn Shaku;{3};Artifact;{T}: Add {C}. Tap an untapped legendary permanent you control: Untap Honor-Worn Shaku.;;commanderMasters;planeswalkerParty
Turntimber Sower;{2}{G};Creature — Elf Druid;Whenever one or more land cards are put into your graveyard from anywhere, create a 0/1 green Plant creature token. {G}, Sacrifice three creatures: Return target land card from your graveyard to your hand.;G;thunder;desertBloom
Detective of the Month;{2}{U};Creature — Human Detective;Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.) As long as you have the city's blessing, Detectives you control can't be blocked. Whenever you draw your second card each turn, create a 2/2 white and blue Detective creature token.;U;karlovMannor;deepClueSea
Verdant Embrace;{3}{G}{G};Enchantment — Aura;Enchant creature Enchanted creature gets +3/+3 and has "At the beginning of each upkeep, create a 1/1 green Saproling creature token.";G;wildsOfEldraine;virtueOfValor
Narset, Parter of Veils;{1}{U}{U};Legendary Planeswalker — Narset;Each opponent can't draw more than one card each turn. −2: Look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.;U;commanderMasters;planeswalkerParty
Mirrormade;{1}{U}{U};Enchantment;You may have Mirrormade enter as a copy of any artifact or enchantment on the battlefield.;U;duskmoore;miracleWorker
Phenomenon Investigators;{2}{U}{B};Creature — Human Detective;As Phenomenon Investigators enters, choose Believe or Doubt. • Believe — Whenever a nontoken creature you control dies, create a 2/2 black Horror enchantment creature token. • Doubt — At the beginning of your end step, you may return a nonland permanent you own to your hand. If you do, draw a card.;BU;duskmoore;miracleWorker
Perennial Behemoth;{5};Artifact Creature — Beast;You may play lands from your graveyard. Unearth {G}{G} ({G}{G}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.);G;thunder;desertBloom
Desert Warfare;{3}{G};Enchantment;Whenever you sacrifice a Desert and whenever a Desert card is put into your graveyard from your hand or library, put that card onto the battlefield under your control at the beginning of your next end step. At the beginning of combat on your turn, if you control five or more Deserts, create that many 1/1 red, green, and white Sand Warrior creature tokens. They gain haste.;G;modernHorizons3;trickyTerrain
Mossfire Valley;;Land;{1}, {T}: Add {R}{G}.;GR;marchOfTheMachine,bloomburrow,modernHorizons3,karlovMannor;callForBackup,animatedArmy,graveyardOverdrive,deadlyDisguise
Cyber Conversion;{U}{U};Instant;Turn target creature face down. It's a 2/2 Cyberman artifact creature.;U;who;masterOfEvil
Lion Sash;{1}{W};Artifact Creature — Equipment Cat;{W}: Exile target card from a graveyard. If it was a permanent card, put a +1/+1 counter on Lion Sash. Equipped creature gets +1/+1 for each +1/+1 counter on Lion Sash. Reconfigure {2} ({2}: Attach to target creature you control or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.);W;secretLair;rainingCatsAndDogs
Desert of the True;;Land — Desert;Desert of the True enters tapped. {T}: Add {W}. Cycling {1}{W} ({1}{W}, Discard this card: Draw a card.);W;thunder;desertBloom
Aurora Shifter;{1}{U};Creature — Shapeshifter;Whenever Aurora Shifter deals combat damage to a player, you get that many {E}. At the beginning of combat on your turn, you may pay {E}{E}. When you do, Aurora Shifter becomes a copy of another target creature you control, except it has this ability and "Whenever this creature deals combat damage to a player, you get that many {E}.";U;modernHorizons3;creativeEnergy
Haakon, Stromgald Scourge;{1}{B}{B};Legendary Creature — Zombie Knight;You may cast Haakon, Stromgald Scourge from your graveyard, but not from anywhere else. As long as Haakon is on the battlefield, you may cast Knight spells from your graveyard. When Haakon dies, you lose 2 life.;B;marchOfTheMachine;cavalryCharge
Excise the Imperfect;{1}{W}{W};Instant;Exile target nonland permanent. Its controller incubates X, where X is its mana value. (They create an Incubator token with X +1/+1 counters on it and "{2}: Transform this artifact." It transforms into a 0/0 Phyrexian artifact creature.);W;marchOfTheMachine;growingThreat
Octavia, Living Thesis;{8}{U}{U};Legendary Creature — Elemental Octopus;This spell costs {8} less to cast if you have eight or more instant and/or sorcery cards in your graveyard. Ward {8} Magecraft — Whenever you cast or copy an instant or sorcery spell, target creature has base power and toughness 8/8 until end of turn.;U;thunder;quickDraw
Flatline;{2}{U};Instant;Creatures your opponents control have base power and toughness 0/1 until end of turn.;U;who;paradoxPower
Cass, Hand of Vengeance;{2}{R}{W};Legendary Creature — Human Ranger;Vigilance Whenever Cass or another creature you control dies, if it was enchanted or equipped, return any number of Aura cards that were attached to it from your graveyard to the battlefield attached to target creature, then attach any number of Equipment that were attached to it to that creature.;RW;fallout;everLoyal
Watcher of Hours;{5}{U};Creature — Sphinx;Flying, ward {3} Whenever you remove a time counter from Watcher of Hours while it's exiled, surveil 1. Suspend 6—{1}{U} (Rather than cast this card from your hand, you may pay {1}{U} and exile it with six time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, you may cast it without paying its mana cost. It has haste.);U;karlovMannor;revenantRecon
Staff of the Storyteller;{1}{W};Artifact;When Staff of the Storyteller enters, create a 1/1 white Spirit creature token with flying. Whenever you create one or more creature tokens, put a story counter on Staff of the Storyteller. {W}, {T}, Remove a story counter from Staff of the Storyteller: Draw a card.;W;allWillBeOne;rebellionRising
Aetherstorm Roc;{2}{W}{W};Creature — Bird;Flying Whenever Aetherstorm Roc or another creature you control enters, you get {E} (an energy counter). Whenever Aetherstorm Roc attacks, you may pay {E}{E}. If you do, put a +1/+1 counter on it and tap up to one target creature defending player controls.;W;modernHorizons3;creativeEnergy
Arm-Mounted Anchor;{3};Artifact — Equipment;Equipped creature gets +2/+2 and has menace. Whenever equipped creature deals combat damage to a player, draw two cards. Then discard two cards unless you discard a Pirate card. Equip {2}. This ability costs {2} less to activate if you have one or fewer cards in hand.;;ixilan;ahoyMatey
Hour of Promise;{4}{G};Sorcery;Search your library for up to two land cards, put them onto the battlefield tapped, then shuffle. Then if you control three or more Deserts, create two 2/2 black Zombie creature tokens.;G;modernHorizons3,thunder;trickyTerrain,desertBloom
Knight Exemplar;{1}{W}{W};Creature — Human Knight;First strike (This creature deals combat damage before creatures without first strike.) Other Knight creatures you control get +1/+1 and have indestructible. (Damage and effects that say "destroy" don't destroy them.);W;marchOfTheMachine;cavalryCharge
Necromancy;{2}{B};Enchantment;You may cast Necromancy as though it had flash. If you cast it any time a sorcery couldn't have been cast, the controller of the permanent it becomes sacrifices it at the beginning of the next cleanup step. When Necromancy enters, if it's on the battlefield, it becomes an Aura with "enchant creature put onto the battlefield with Necromancy." Put target creature card from a graveyard onto the battlefield under your control and attach Necromancy to it. When Necromancy leaves the battlefield, that creature's controller sacrifices it.;B;karlovMannor;revenantRecon
Grateful Apparition;{1}{W};Creature — Spirit;Flying Whenever Grateful Apparition deals combat damage to a player or planeswalker, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.);W;commanderMasters,allWillBeOne;planeswalkerParty,corruptingInfluence
Evercoat Ursine;{4}{G};Creature — Elemental Bear;Trample Hideaway 3, hideaway 3 (When this creature enters, look at the top three cards of your library, exile one face down, then put the rest on the bottom in a random order. Then do it again.) Whenever Evercoat Ursine deals combat damage to a player, if there are cards exiled with it, you may play one of them without paying its mana cost.;G;bloomburrow;animatedArmy
Rose, Cutthroat Raider;{2}{R}{R};Legendary Artifact Creature — Robot;First strike Raid — At end of combat on your turn, if you attacked this turn, create a Junk token for each opponent you attacked. (It's an artifact with "{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.") Whenever you sacrifice a Junk, add {R}.;R;fallout;hailCaesar
Time Lord Regeneration;{U};Instant;Until end of turn, target Time Lord you control gains "When this creature dies, reveal cards from the top of your library until you reveal a Time Lord creature card. Put that card onto the battlefield and the rest on the bottom of your library in a random order.";U;who;blastFromThePast
Underground River;;Land;{T}: Add {C}. {T}: Add {U} or {B}. Underground River deals 1 damage to you.;BU;modernHorizons3,lordOfTheRings,duskmoore,thunder;eldraziIncursion,hostsOfMordor,miracleWorker,grandLarceny
Tributary Instructor;{3}{G};Creature — Merfolk Shaman;Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.) Whenever a creature you control with a +1/+1 counter on it dies, draw a card.;G;ixilan;exploreTheDeep
Farmer Cotton;{X}{G}{W};Legendary Creature — Halfling Peasant;When Farmer Cotton enters, create X 1/1 white Halfling creature tokens and X Food tokens. (They're artifacts with "{2}, {T}, Sacrifice this artifact: You gain 3 life.");GW;lordOfTheRings;foodAndFellowship
Clot Sliver;{1}{B};Creature — Sliver;All Slivers have "{2}: Regenerate this permanent.";B;commanderMasters;sliverSwarm
Elder Deep-Fiend;{8};Creature — Eldrazi Octopus;Flash Emerge {5}{U}{U} (You may cast this spell by sacrificing a creature and paying the emerge cost reduced by that creature's mana value.) When you cast this spell, tap up to four target permanents.;U;modernHorizons3;eldraziIncursion
Rogue's Passage;;Land;{T}: Add {C}. {4}, {T}: Target creature can't be blocked this turn.;;who,ixilan,marchOfTheMachine,commanderMasters,lordOfTheRings,thunder,karlovMannor;paradoxPower,timeyWimey,velociRampTor,exploreTheDeep,ahoyMatey,bloodRites,callForBackup,divineConvocation,eldraziUnbound,hostsOfMordor,ridersOfRohan,foodAndFellowship,mostWanted,revenantRecon,blameGame
The Fugitive Doctor;{3}{R}{G};Legendary Creature — Time Lord Doctor;When The Fugitive Doctor enters, investigate. Whenever The Fugitive Doctor attacks, you may sacrifice a Clue. When you do, target instant or sorcery card in your graveyard gains flashback {2}{R}{G} until end of turn. (You may cast that card from your graveyard for its flashback cost. Then exile it.);GR;who;paradoxPower
Merchant Raiders;{3}{U};Creature — Human Pirate;Whenever Merchant Raiders or another Pirate you control enters, tap up to one target creature. That creature doesn't untap during its controller's untap step for as long as you control Merchant Raiders.;U;ixilan;ahoyMatey
Entreat the Angels;{X}{X}{W}{W}{W};Sorcery;Create X 4/4 white Angel creature tokens with flying. Miracle {X}{W}{W} (You may cast this card for its miracle cost when you draw it if it's the first card you drew this turn.);W;secretLair,duskmoore;angels,miracleWorker
Vengeful Regrowth;{4}{G}{G};Sorcery;Return up to three target land cards from your graveyard to the battlefield tapped. Create that many 4/2 green Plant Warrior creature tokens with reach. Flashback {6}{G}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.);G;thunder;desertBloom
Toxic Deluge;{2}{B};Sorcery;As an additional cost to cast this spell, pay X life. All creatures get -X/-X until end of turn.;B;lordOfTheRings,karlovMannor;foodAndFellowship,revenantRecon
Titania, Nature's Force;{4}{G}{G};Legendary Creature — Elemental;You may play Forests from your graveyard. Whenever a Forest you control enters, create a 5/3 green Elemental creature token. Whenever an Elemental you control dies, you may mill three cards.;G;duskmoore;deathtoll
Mystic Gate;;Land;{T}: Add {C}. {W/U}, {T}: Add {W}{W}, {W}{U}, or {U}{U}.;UW;commanderMasters,modernHorizons3;planeswalkerParty,creativeEnergy
Death in Heaven;{3}{B};Enchantment — Saga;(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I, II — Target player mills two cards, then exiles their graveyard. III — Put all creature cards exiled with Death in Heaven onto the battlefield face down under your control. They're 2/2 Cyberman artifact creatures.;B;who;masterOfEvil
Viridian Corrupter;{1}{G}{G};Creature — Phyrexian Elf Shaman;Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.) When Viridian Corrupter enters, destroy target artifact.;G;allWillBeOne;corruptingInfluence
Skyclave Relic;{3};Artifact;Kicker {3} Indestructible When Skyclave Relic enters, if it was kicked, create two tapped tokens that are copies of Skyclave Relic. {T}: Add one mana of any color.;;marchOfTheMachine;tinkerTime
Combustible Gearhulk;{4}{R}{R};Artifact Creature — Construct;First strike When Combustible Gearhulk enters, target opponent may have you draw three cards. If the player doesn't, you mill three cards, then Combustible Gearhulk deals damage to that player equal to the total mana value of those cards.;R;modernHorizons3,duskmoore;creativeEnergy,endlessPunishment
Veiled Ascension;{3}{W};Enchantment;When Veiled Ascension enters, put a flying counter on each face-down creature you control. Face-down creatures you control enter with a flying counter on them. At the beginning of your upkeep, you may cloak the top card of your library.;W;karlovMannor;deadlyDisguise
Five Hundred Year Diary;{3}{U};Legendary Artifact — Clue;Five Hundred Year Diary enters tapped. {T}: Add {U} for each Clue you control. {2}, Sacrifice Five Hundred Year Diary: Draw a card.;U;who;blastFromThePast
Daybreak Coronet;{W}{W};Enchantment — Aura;Enchant creature with another Aura attached to it Enchanted creature gets +3/+3 and has first strike, vigilance, and lifelink. (Damage dealt by the creature also causes its controller to gain that much life.);W;wildsOfEldraine;virtueOfValor
Haldir, Lórien Lieutenant;{X}{G};Legendary Creature — Elf Soldier;Haldir, Lórien Lieutenant enters with X +1/+1 counters on it. Vigilance {5}{G}: Until end of turn, other Elves you control gain vigilance and get +1/+1 for each +1/+1 counter on Haldir.;G;lordOfTheRings;elvenCounsel
Changeling Outcast;{B};Creature — Shapeshifter;Changeling (This card is every creature type.) Changeling Outcast can't block and can't be blocked.;B;thunder;mostWanted
Shiny Impetus;{2}{R};Enchantment — Aura;Enchant creature Enchanted creature gets +2/+2 and is goaded. (It attacks each combat if able and attacks a player other than you if able.) Whenever enchanted creature attacks, you create a Treasure token. (It's an artifact with "{T}, Sacrifice this artifact: Add one mana of any color.");R;lordOfTheRings,thunder,karlovMannor;hostsOfMordor,mostWanted,blameGame
Cutthroat Negotiator;{2}{U}{R};Creature — Orc Pirate;Parley — Whenever Cutthroat Negotiator attacks, each player reveals the top card of their library. For each nonland card revealed this way, you create a tapped Treasure token. Then each player draws a card.;RU;marchOfTheMachine;tinkerTime
Skittering Cicada;{3};Creature — Insect;Flash You may cast colorless spells as though they had flash. Whenever you cast a colorless spell, until end of turn, Skittering Cicada gains trample and gets +X/+X, where X is that spell's mana value.;;commanderMasters;eldraziUnbound
Propaganda;{2}{U};Enchantment;Creatures can't attack you unless their controller pays {2} for each creature they control that's attacking you.;U;who,modernHorizons3,thunder;masterOfEvil,trickyTerrain,quickDraw
Gnarlwood Dryad;{G};Creature — Dryad Horror;Deathtouch Delirium — Gnarlwood Dryad gets +2/+2 as long as there are four or more card types among cards in your graveyard.;G;duskmoore;deathtoll
Cackling Counterpart;{1}{U}{U};Instant;Create a token that's a copy of target creature you control. Flashback {5}{U}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.);U;duskmoore;jumpScare
Bandit's Haul;{3};Artifact;Whenever you commit a crime, put a loot counter on Bandit's Haul. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.) {T}: Add one mana of any color. {2}, {T}, Remove two loot counters from Bandit's Haul: Draw a card.;;thunder;mostWanted
Constable of the Realm;{4}{W};Creature — Giant Soldier;Renown 2 (When this creature deals combat damage to a player, if it isn't renowned, put two +1/+1 counters on it and it becomes renowned.) Whenever one or more +1/+1 counters are put on Constable of the Realm, exile up to one other target nonland permanent until Constable of the Realm leaves the battlefield.;W;marchOfTheMachine;callForBackup
Heliod's Intervention;{X}{W}{W};Instant;Choose one — • Destroy X target artifacts and/or enchantments. • Target player gains twice X life.;W;thunder;mostWanted
Radagast, Wizard of Wilds;{2}{G}{U};Legendary Creature — Avatar Wizard;Ward {1} Beasts and Birds you control have ward {1}. Whenever you cast a spell with mana value 5 or greater, choose one — • Create a 3/3 green Beast creature token. • Create a 2/2 blue Bird creature token with flying.;GU;lordOfTheRings;elvenCounsel
Stella Lee, Wild Card;{1}{U}{R};Legendary Creature — Human Rogue;Whenever you cast your second spell each turn, exile the top card of your library. Until the end of your next turn, you may play that card. {T}: Copy target instant or sorcery spell you control. You may choose new targets for the copy. Activate only if you've cast three or more spells this turn.;RU;thunder;quickDraw
Boss's Chauffeur;{4}{W};Creature — Elf Citizen;Boss's Chauffeur enters with a number of +1/+1 counters on it equal to one plus the number of other creatures you control. Alliance — Whenever another creature you control enters, put a +1/+1 counter on Boss's Chauffeur. When Boss's Chauffeur dies, create a 1/1 green and white Citizen creature token for each +1/+1 counter on it.;W;bloomburrow;familyMatters
Paladin Elizabeth Taggerdy;{1}{R}{W};Legendary Creature — Human Knight;Battalion — Whenever Paladin Elizabeth Taggerdy and at least two other creatures attack, draw a card, then you may put a creature card with mana value X or less from your hand onto the battlefield tapped and attacking, where X is Paladin Elizabeth Taggerdy's power.;RW;fallout;hailCaesar
Fain, the Broker;{2}{B};Legendary Creature — Human Warlock;{T}, Sacrifice a creature: Put two +1/+1 counters on target creature. {T}, Remove a counter from a creature you control: Create a Treasure token. {T}, Sacrifice an artifact: Create a 2/1 white and black Inkling creature token with flying. {3}{B}: Untap Fain, the Broker.;B;thunder;mostWanted
Surgespanner;{2}{U}{U};Creature — Merfolk Wizard;Whenever Surgespanner becomes tapped, you may pay {1}{U}. If you do, return target permanent to its owner's hand.;U;ixilan;exploreTheDeep
Finale of Revelation;{X}{U}{U};Sorcery;Draw X cards. If X is 10 or more, instead shuffle your graveyard into your library, draw X cards, untap up to five lands, and you have no maximum hand size for the rest of the game. Exile Finale of Revelation.;U;modernHorizons3,thunder,karlovMannor;trickyTerrain,quickDraw,deepClueSea
Clockwork Droid;{2};Artifact Creature — Robot;You may exert Clockwork Droid as it attacks. When you do, it can't be blocked this turn and you scry 1. (An exerted creature won't untap during your next untap step. To scry 1, look at the top card of your library. You may put that card on the bottom.);;who;masterOfEvil
Cultivate;{2}{G};Sorcery;Search your library for up to two basic land cards, reveal those cards, put one onto the battlefield tapped and the other into your hand, then shuffle.;G;who,ixilan,marchOfTheMachine,commanderMasters,bloomburrow,lordOfTheRings,secretLair,fallout,allWillBeOne,duskmoore;paradoxPower,velociRampTor,callForBackup,sliverSwarm,peaceOffering,animatedArmy,foodAndFellowship,elvenCounsel,rainingCatsAndDogs,mutantMenace,corruptingInfluence,jumpScare
Wavesifter;{3}{G}{U};Creature — Elemental;Flying When Wavesifter enters, investigate twice. (To investigate, create a Clue token. It's an artifact with "{2}, Sacrifice this artifact: Draw a card.") Evoke {G}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters.);GU;karlovMannor;deepClueSea
Regal Behemoth;{4}{G}{G};Creature — Dinosaur;Trample When Regal Behemoth enters, you become the monarch. Whenever you tap a land for mana while you're the monarch, add an additional one mana of any color.;G;ixilan;velociRampTor
Commodore Guff;{1}{U}{R}{W};Legendary Planeswalker — Guff;At the beginning of your end step, put a loyalty counter on another target planeswalker you control. +1: Create a 1/1 red Wizard creature token with "{T}: Add {R}. Spend this mana only to cast a planeswalker spell." −3: You draw X cards and Commodore Guff deals X damage to each opponent, where X is the number of planeswalkers you control. Commodore Guff can be your commander.;RUW;commanderMasters;planeswalkerParty
Exquisite Blood;{4}{B};Enchantment;Whenever an opponent loses life, you gain that much life.;B;ixilan;bloodRites
Paradise Druid;{1}{G};Creature — Elf Druid;This creature has hexproof as long as it's untapped. (It can't be the target of spells or abilities your opponents control.) {T}: Add one mana of any color.;G;wildsOfEldraine,lordOfTheRings;virtueOfValor,elvenCounsel
Nykthos Paragon;{4}{W}{W};Enchantment Creature — Human Soldier;Whenever you gain life, you may put that many +1/+1 counters on each creature you control. Do this only once each turn.;W;secretLair;angels
Flood Plain;;Land;Flood Plain enters tapped. {T}, Sacrifice Flood Plain: Search your library for a Plains or Island card, put it onto the battlefield, then shuffle.;;commanderMasters;sliverSwarm
Tatyova, Benthic Druid;{3}{G}{U};Legendary Creature — Merfolk Druid;Landfall — Whenever a land you control enters, you gain 1 life and draw a card.;GU;ixilan,modernHorizons3,duskmoore;exploreTheDeep,trickyTerrain,jumpScare
Noxious Gearhulk;{4}{B}{B};Artifact Creature — Construct;Menace When Noxious Gearhulk enters, you may destroy another target creature. If a creature is destroyed this way, you gain life equal to its toughness.;B;marchOfTheMachine,duskmoore;growingThreat,deathtoll
Bloodthirsty Blade;{2};Artifact — Equipment;Equipped creature gets +2/+0 and is goaded. (It attacks each combat if able and attacks a player other than you if able.) {1}: Attach Bloodthirsty Blade to target creature an opponent controls. Activate only as a sorcery.;;karlovMannor;blameGame
Knickknack Ouphe;{X}{G};Creature — Ouphe;Knickknack Ouphe enters with X +1/+1 counters on it. When Knickknack Ouphe enters, reveal the top X cards of your library. You may put any number of Aura cards with mana value X or less from among them onto the battlefield. Then put all cards revealed this way that weren't put onto the battlefield on the bottom of your library in a random order.;G;wildsOfEldraine;virtueOfValor
Aplan Mortarium;;Plane — Alfava Metraxis;Byzantium Radiation — At the beginning of your upkeep, put an exposure counter on Aplan Mortarium. Then you lose life equal to the number of exposure counters on it. Whenever chaos ensues, create two 2/2 black Alien Angel artifact creature tokens with first strike, vigilance, and "Whenever an opponent casts a creature spell, this permanent isn't a creature until end of turn.";;who;masterOfEvil
Rishkar, Peema Renegade;{2}{G};Legendary Creature — Elf Druid;When Rishkar, Peema Renegade enters, put a +1/+1 counter on each of up to two target creatures. Each creature you control with a counter on it has "{T}: Add {G}.";G;marchOfTheMachine,bloomburrow;callForBackup,peaceOffering
Berserkers' Onslaught;{3}{R}{R};Enchantment;Attacking creatures you control have double strike.;R;bloomburrow;animatedArmy
Overflowing Basin;;Land;{1}, {T}: Add {G}{U}.;GU;bloomburrow,modernHorizons3,fallout,duskmoore,thunder;peaceOffering,trickyTerrain,mutantMenace,jumpScare,grandLarceny
Twilight Mire;;Land;{T}: Add {C}. {B/G}, {T}: Add {B}{B}, {B}{G}, or {G}{G}.;BG;bloomburrow,duskmoore,thunder;squirreledAway,deathtoll,grandLarceny
Ood Sphere;;Plane — Horsehead Nebula;Song of the Ood — Noncreature spells have convoke. (A player's creatures can help cast those spells. Each creature they tap while casting a noncreature spell pays for {1} or one mana of that creature's color.) Red-Eye — Whenever chaos ensues, for each opponent, goad up to one target creature that opponent controls. Until your next turn, those creatures can't become tapped unless they're being declared as attackers.;;who;timeyWimey
It That Betrays;{12};Creature — Eldrazi;Annihilator 2 (Whenever this creature attacks, defending player sacrifices two permanents of their choice.) Whenever an opponent sacrifices a nontoken permanent, put that card onto the battlefield under your control.;;commanderMasters;eldraziUnbound
Synapse Sliver;{4}{U};Creature — Sliver;Whenever a Sliver deals combat damage to a player, its controller may draw a card.;U;commanderMasters;sliverSwarm
Tempt with Discovery;{3}{G};Sorcery;Tempting offer — Search your library for a land card and put it onto the battlefield. Each opponent may search their library for a land card and put it onto the battlefield. For each opponent who searches a library this way, search your library for a land card and put it onto the battlefield. Then each player who searched a library this way shuffles.;G;bloomburrow;peaceOffering
Wibbly-wobbly, Timey-wimey;{1}{U};Sorcery;Time travel. (For each suspended card you own and each permanent you control with a time counter on it, you may add or remove a time counter.) Draw a card.;U;who;timeyWimey
Dimir Signet;{2};Artifact;{1}, {T}: Add {U}{B}.;BU;ixilan,wildsOfEldraine,karlovMannor;ahoyMatey,faeDomination,revenantRecon
Door of Destinies;{4};Artifact;As Door of Destinies enters, choose a creature type. Whenever you cast a spell of the chosen type, put a charge counter on Door of Destinies. Creatures you control of the chosen type get +1/+1 for each charge counter on Door of Destinies.;;lordOfTheRings;ridersOfRohan
Erkenbrand, Lord of Westfold;{3}{R};Legendary Creature — Human Soldier;Whenever Erkenbrand, Lord of Westfold or another Human you control enters, creatures you control get +1/+0 until end of turn.;R;lordOfTheRings;ridersOfRohan
Masterwork of Ingenuity;{1};Artifact — Equipment;You may have Masterwork of Ingenuity enter as a copy of any Equipment on the battlefield.;;fallout;everLoyal
Merfolk Mistbinder;{G}{U};Creature — Merfolk Shaman;Other Merfolk you control get +1/+1.;GU;ixilan;exploreTheDeep
Gilded Lotus;{5};Artifact;{T}: Add three mana of any one color.;;bloomburrow;animatedArmy
Jamie McCrimmon;{2}{G};Legendary Creature — Human Warrior;Trample Whenever you cast a historic spell, Jamie McCrimmon gets +X/+X until end of turn, where X is that spell's mana value. (Artifacts, legendaries, and Sagas are historic.) Doctor's companion (You can have two commanders if the other is the Doctor.);G;who;blastFromThePast
Squirrel Sovereign;{1}{G};Creature — Squirrel Noble;Other Squirrels you control get +1/+1.;G;bloomburrow;squirreledAway
